date;latitude;longitude;descr_cat_veh;descr_agglo;descr_athmo;descr_lum;descr_etat_surf;description_intersection;age;place;descr_dispo_secu;descr_grav;descr_motif_traj;descr_type_col
20090114084500;47.4833;-1.23333;14;1;5;2;7;1;40;1;1;1;4;1
20090106113000;45.6;5.63333;10;1;4;1;5;1;50;1;1;1;4;1
20090106170000;45.6;5.63333;7;1;4;1;5;1;49;1;1;1;4;1
20090131200000;42.7667;2.98333;7;1;3;3;2;1;52;1;1;1;5;1
20090218174500;45.9667;0.066667;7;1;1;1;1;2;58;1;1;1;4;1
20090121091500;48.2833;-4.05;10;1;1;1;7;1;40;1;1;1;4;1
20090122130000;48.5659;3.39723;7;1;1;1;1;6;31;1;1;1;1;1
20090102141500;48.1667;-3.78333;7;1;9;1;7;1;60;1;1;1;4;1
20090106181500;43.75;-0.35;7;1;4;3;5;1;42;1;1;1;4;1
20090123220000;43.6167;-0.633333;7;1;9;3;7;1;38;1;1;1;1;1
20090123220000;43.6167;-0.633333;7;1;9;3;7;1;59;1;1;1;5;1
20090107083000;49.0833;0.95;10;1;4;2;7;1;36;1;1;1;4;1
20090109163000;49.2667;1.38333;38;1;4;1;5;1;31;1;1;1;4;1
20090109200000;48.9833;1.19167;7;1;9;3;1;1;32;1;1;1;1;1
20090111120000;49.1;0.616667;7;1;1;1;1;1;28;1;1;1;5;1
20090121183000;49.2;1.25;7;1;1;3;1;3;37;1;1;1;2;1
20090112144500;44.4833;2.4;10;1;7;1;7;1;60;1;1;1;1;1
20090115081500;48.0167;2.9;7;1;9;1;7;1;47;1;1;1;1;1
20090131074500;44.5167;3.91667;7;1;5;2;7;1;31;1;1;1;5;1
20090109164500;49.5833;2.08333;38;1;4;1;7;1;39;1;1;1;4;1
20090108090000;49.3833;2.08333;15;1;4;1;7;1;38;1;1;1;4;1
20090105204500;44.1167;3.83333;7;1;1;3;1;1;22;1;1;1;5;1
20090105140000;48.0625;7.48001;7;1;9;1;7;1;49;1;1;1;5;1
20090112171500;47.8833;7.01667;7;1;1;1;1;1;24;1;1;1;5;1
20090110143000;47.6333;7.1;7;1;1;1;1;1;43;1;1;1;5;1
20090114090000;47.9333;-1.6;7;1;5;2;7;1;27;1;1;1;1;1
20090127101500;47.8167;-1.95;7;1;5;1;2;1;79;1;1;1;3;1
20090127101500;47.8167;-1.95;10;1;5;1;2;1;27;1;1;1;5;1
20090128114500;47.7;-2.0;2;1;2;1;2;1;16;1;2;1;5;1
20090128114500;47.7;-2.0;14;1;2;1;2;1;33;1;1;1;4;1
20090105154500;47.55;-0.416667;7;1;4;1;5;1;33;1;1;1;5;1
20090123103000;47.65;-0.433333;7;1;7;1;2;1;35;1;1;1;3;1
20090220210000;47.35;-0.85;7;1;1;3;1;1;23;1;1;1;5;1
20090228100000;47.1333;-0.15;7;1;1;1;1;1;35;1;1;1;5;1
20090206195500;47.2667;-0.083333;7;1;1;3;1;1;48;1;1;1;5;1
20090130170000;43.9353;4.32167;7;1;8;1;1;1;29;1;1;1;1;1
20090112083000;44.2333;4.13333;7;1;7;1;2;1;23;1;1;1;2;1
20090110074500;43.8;4.25;7;1;1;2;1;6;71;1;1;1;5;1
20090127051500;45.5;6.91667;14;1;4;3;5;1;40;1;1;1;4;1
20090130234500;45.6333;-0.65;7;1;1;3;1;1;53;1;1;1;5;1
20090223114500;44.2;3.18333;14;1;8;1;2;1;61;1;1;1;4;1
20090130213000;46.5833;0.266667;7;1;1;3;1;1;35;1;1;1;5;1
20090221150000;47.2833;1.33333;7;1;1;1;1;5;76;1;3;1;5;1
20090114074500;48.5;6.51667;7;1;9;2;7;1;36;1;1;1;1;1
20090114074500;48.5;6.51667;10;1;9;2;7;1;56;1;1;1;1;1
20090128164500;48.6833;5.85;7;1;1;1;1;3;86;1;1;1;9;1
20090128164500;48.6833;5.85;7;1;1;1;1;3;13;3;1;1;9;1
20090206181500;48.65;6.18333;7;1;8;2;2;1;30;1;1;1;5;1
20090212073000;45.1833;4.18333;10;1;1;2;2;1;38;1;3;1;4;1
20090109174500;49.1667;4.01667;7;1;8;3;2;1;26;1;1;1;1;1
20090202114500;48.7667;0.816667;7;1;4;1;5;1;37;1;1;1;4;1
20090227110000;46.1833;-1.06667;7;1;1;1;1;1;64;1;1;1;5;1
20090108003000;46.15;6.41667;7;1;9;3;9;1;33;1;1;1;5;1
20090108003000;46.15;6.41667;7;1;9;3;9;1;50;1;1;1;5;1
20090316070000;45.15;3.53333;15;1;1;1;1;1;24;1;1;1;4;1
20090320171500;45.05;4.03333;7;1;1;1;1;1;27;1;3;1;5;1
20090320171500;45.05;4.03333;7;1;1;1;1;1;71;1;1;1;5;1
20090311193000;46.6167;0.433333;7;1;1;3;1;1;22;1;1;1;5;1
20090206171500;45.1333;0.85;33;1;2;1;8;1;40;1;2;1;4;1
20090213143000;45.25;1.15;7;1;1;1;1;1;22;1;1;1;9;1
20090118180000;48.0589;5.05695;7;1;4;3;2;1;29;1;1;1;5;1
20090212184500;46.3333;6.68333;7;1;4;3;5;1;43;1;1;1;1;1
20090228155000;46.0;6.0;7;1;1;1;1;1;19;1;1;1;5;1
20090228160000;43.9;2.0;7;1;1;1;1;1;50;1;1;1;5;1
20090209075500;48.9583;4.36667;10;1;1;2;1;1;35;1;1;1;1;1
20090118210000;47.3667;5.15;7;1;9;3;7;1;44;1;1;1;5;1
20090118210000;47.3667;5.15;7;1;9;3;7;1;23;1;1;1;5;1
20090126140000;47.1167;5.05;15;1;9;1;9;1;59;1;1;1;1;1
20090114200000;47.25;5.15;7;1;2;3;2;1;52;1;1;1;1;1
20090127181500;43.6167;3.73333;7;1;1;3;1;1;27;1;1;1;1;1
20090111153000;43.8333;3.91667;7;1;7;1;1;1;71;1;1;1;5;1
20090128194500;43.4167;3.3;7;1;1;3;1;1;23;1;4;1;5;1
20090111084500;43.65;3.55;7;1;1;1;1;9;49;1;1;1;5;1
20090104160000;43.3;3.41667;7;1;1;1;1;1;48;1;1;1;5;1
20090202123000;48.6333;4.95;7;1;2;1;2;1;61;1;1;1;5;1
20090202123000;48.6333;4.95;7;1;2;1;2;1;36;2;1;1;1;1
20090116194500;43.6667;1.48333;7;1;1;5;1;3;56;1;1;1;5;1
20090107064500;47.7833;-3.41667;17;1;1;3;1;1;25;1;1;1;4;1
20090130183000;47.6833;-2.55;7;1;1;2;1;1;56;1;1;1;5;1
20090105104500;47.5333;-2.76667;7;1;2;1;7;1;58;1;1;1;5;1
20090105104500;47.5333;-2.76667;10;1;2;1;7;1;27;1;1;1;4;1
20090222061500;47.5333;-1.88333;10;1;1;3;1;1;36;1;1;1;4;1
20090221180000;47.1667;-1.26667;21;1;1;1;1;1;41;1;1;1;4;1
20090225164500;47.6333;-2.13333;17;1;1;1;1;1;50;1;1;1;4;1
20090131191500;45.3833;1.36667;7;1;1;5;1;1;44;1;1;1;3;1
20090225163000;45.3167;1.76667;7;1;1;1;1;3;25;1;1;1;5;1
20090331140500;47.2667;-0.083333;10;1;1;1;1;1;50;1;1;1;4;1
20090323181500;44.2;4.15;7;1;1;1;1;1;46;1;1;1;1;1
20090109091500;48.4167;4.58333;15;1;8;1;7;1;53;1;1;1;4;1
20090225174500;48.4;4.46667;13;1;1;1;1;1;26;1;1;1;4;1
20090225174500;48.4;4.46667;13;1;1;1;1;1;24;2;1;1;4;1
20090212075000;48.4333;3.75;7;1;4;2;5;1;23;1;1;1;1;1
20090310190000;48.3667;3.53333;7;1;2;3;2;1;3;5;4;1;5;1
20090310190000;48.3667;3.53333;7;1;2;3;2;1;26;4;1;1;5;1
20090310190000;48.3667;3.53333;7;1;2;3;2;1;28;2;1;1;5;1
20090310190000;48.3667;3.53333;7;1;2;3;2;1;24;5;1;1;5;1
20090310190000;48.3667;3.53333;7;1;2;3;2;1;27;5;1;1;5;1
20090310190000;48.3667;3.53333;10;1;2;3;2;1;48;1;1;1;4;1
20090323181500;48.3333;4.7;7;1;1;1;1;1;50;1;1;1;1;1
20090319184500;48.2333;4.61667;7;1;1;1;1;1;30;1;1;1;9;1
20090309200000;48.2667;4.1;7;1;1;3;1;1;34;1;1;1;5;1
20090307034500;49.85;2.63333;7;1;1;3;1;1;20;1;1;1;5;1
20090308201500;46.9;-0.333333;7;1;2;3;2;1;22;1;1;1;5;1
20090307194000;43.1;5.88333;7;1;1;3;1;1;30;1;1;1;5;1
20090102105000;46.3167;2.26667;17;1;1;1;1;3;29;1;1;1;4;1
20090110184500;46.1667;2.01667;7;1;1;3;1;1;61;1;1;1;5;1
20090209141500;42.6333;2.75;10;1;1;1;1;1;26;1;1;1;4;1
20090222153000;42.4667;1.93333;7;1;1;1;1;1;57;1;1;1;1;1
20090228174500;42.5833;2.11667;7;1;1;1;1;1;22;1;1;1;5;1
20090326073000;48.75;3.98333;14;1;1;2;1;1;45;1;1;1;4;1
20090322154500;49.0167;4.41667;7;1;1;1;1;1;24;1;1;1;5;1
20090220191500;43.6833;1.4;7;1;1;5;1;1;29;1;1;1;1;1
20090301111500;49.1667;2.68333;7;1;1;1;1;1;36;2;1;1;5;1
20090301111500;49.1667;2.68333;7;1;1;1;1;1;49;1;1;1;5;1
20090325094500;49.3833;2.58333;15;1;2;1;2;2;47;1;1;1;4;1
20090328130000;42.55;1.83333;7;1;4;1;2;1;21;1;1;1;5;1
20090205151500;46.8667;-1.1;7;1;1;1;1;1;37;1;1;1;4;1
20090308190000;46.5833;-1.51667;7;1;1;3;1;1;25;1;1;1;5;1
20090309161600;46.6667;-1.43333;7;1;1;1;1;1;8;3;1;1;5;1
20090309161600;46.6667;-1.43333;7;1;1;1;1;1;40;1;1;1;5;1
20090417170000;46.6167;-1.25;15;1;1;1;1;1;41;1;1;1;4;1
20090426050000;46.7833;-2.06667;7;1;1;3;1;1;39;1;1;1;5;1
20090426050000;46.7833;-2.06667;7;1;1;3;1;1;42;1;1;1;1;1
20090128103000;48.4667;7.71667;17;1;5;1;1;1;44;1;1;1;4;1
20090128103000;48.4667;7.71667;7;1;5;1;1;1;73;2;1;1;3;1
20090123093000;44.3833;0.316667;7;1;2;1;2;2;76;1;1;1;5;1
20090215150000;44.5;1.13333;7;1;1;1;1;3;43;1;1;1;5;1
20090215150000;44.5;1.13333;7;1;1;1;1;3;27;1;1;1;5;1
20090327140000;48.0667;-0.933333;14;1;6;1;1;1;32;1;1;1;4;1
20090318173000;48.0667;-0.633333;7;1;1;1;1;1;27;1;1;1;4;1
20090115103000;46.9833;5.61667;7;1;5;1;1;1;38;1;1;1;4;1
20090319183000;47.15;5.63333;14;1;1;1;1;1;47;1;1;1;4;1
20090325203500;47.1;5.5;7;1;1;3;1;1;35;1;1;1;1;1
20090115163000;47.7333;3.4;7;1;1;1;1;1;23;1;1;1;2;1
20090115163000;47.7333;3.4;38;1;1;1;1;1;28;1;4;1;4;1
20090313061500;43.1333;-0.466667;15;1;1;3;1;1;38;1;1;1;4;1
20090328133000;43.35;-1.55;7;1;3;1;2;1;32;1;1;1;9;1
20090217084500;44.5;0.166667;7;1;1;1;1;1;38;1;1;1;4;1
20090313140000;43.9333;2.85;14;1;1;1;1;1;60;1;1;1;4;1
20090328131500;44.4;2.03333;7;1;8;1;8;1;26;1;1;1;5;1
20090105153000;50.7;3.16667;7;1;8;1;1;2;30;1;3;1;9;1
20090129164000;50.7;2.83333;7;1;1;1;1;3;23;1;1;1;1;1
20090213180000;50.7;3.21667;7;1;1;5;1;1;51;1;3;1;9;1
20090205164500;50.6667;3.15;7;1;1;1;1;1;27;1;3;1;9;1
20090429134000;43.3583;-1.775;7;1;3;1;2;1;67;1;1;1;5;1
20090429190000;46.6833;-0.25;7;1;1;1;1;1;35;1;1;1;5;1
20090429190000;46.6833;-0.25;7;1;1;1;1;1;36;1;1;1;5;1
20090213083000;48.5167;0.533333;14;1;2;2;2;1;47;1;1;1;4;1
20090116190000;45.1167;5.7;10;1;1;3;1;9;25;1;1;1;5;1
20090127201500;45.6333;5.15;7;1;1;3;1;1;66;1;1;1;1;1
20090205193000;44.9667;5.7;17;1;3;3;2;1;46;1;1;1;4;1
20090418214500;47.3333;-0.183333;7;1;1;3;1;1;33;1;1;1;5;1
20090402121500;42.9923;-0.0730556;7;1;1;1;1;1;41;1;1;1;3;1
20090129093000;43.5312;0.844722;10;1;5;1;2;1;37;1;1;1;4;1
20090422141500;44.0667;2.98333;7;1;1;1;1;1;71;1;1;1;5;1
20090424001500;44.3667;0.15;7;1;1;3;1;2;27;1;1;1;5;1
20090430171500;44.2333;0.683333;7;1;2;1;2;1;19;1;1;1;2;1
20090430171500;44.2333;0.683333;7;1;2;1;2;1;17;4;1;1;2;1
20090430171500;44.2333;0.683333;7;1;2;1;2;1;19;2;1;1;2;1
20090216080000;45.6333;5.9;7;1;1;1;1;4;27;1;1;1;1;1
20090213164500;45.2667;6.33333;10;1;7;1;1;1;26;1;1;1;1;1
20090222161500;45.2464;6.30251;7;1;4;1;7;1;21;1;1;1;5;1
20090317113000;45.7;5.83333;14;1;1;1;1;1;38;1;1;1;4;1
20090318171500;45.7167;5.95;7;1;1;1;1;1;32;1;1;1;1;1
20090301200000;45.7167;-0.583333;7;1;1;3;1;1;26;1;1;1;5;1
20090316153000;46.0333;-0.833333;14;1;1;1;1;1;40;1;1;1;4;1
20090406130000;47.7833;7.0;10;1;1;1;1;1;21;1;1;1;4;1
20090419150000;47.4667;7.36667;7;1;1;1;1;1;76;1;1;1;5;1
20090228131500;49.1167;2.23333;7;1;7;1;1;1;22;1;1;1;3;1
20090123140000;47.25;-2.16667;14;2;1;1;1;6;62;1;1;1;5;1
20090127131500;48.864527;2.41617;37;2;1;1;1;2;29;1;3;1;4;1
20090101185000;48.864527;2.41617;32;2;1;5;2;1;31;1;2;1;5;1
20090111095000;48.864527;2.41617;37;2;1;1;1;1;34;1;1;1;4;1
20090110092500;48.864527;2.41617;7;2;1;1;1;1;33;1;3;1;5;1
20090111211000;48.864527;2.41617;7;2;1;5;1;2;52;1;1;1;1;1
20090109164500;48.864527;2.41617;7;2;1;1;1;2;43;1;1;1;1;1
20090204083000;48.864527;2.41617;7;2;9;1;9;4;50;1;1;1;1;1
20090205144500;48.864527;2.41617;7;2;8;1;2;3;38;1;1;1;4;1
20090121075500;42.6833;2.88333;7;2;1;1;1;1;69;1;1;1;5;1
20090130221500;48.5167;-2.78333;7;2;1;5;1;2;29;1;1;1;5;1
20090124190000;47.9833;-4.18333;7;2;1;2;1;1;80;1;1;1;5;1
20090110184500;46.5345;0.782223;7;2;1;5;1;1;61;1;1;1;5;1
20090115080000;47.95;1.88333;7;2;1;2;7;1;46;1;1;1;4;1
20090115080000;47.95;1.88333;7;2;1;2;7;1;54;1;3;1;4;1
20090306123000;48.864527;2.41617;7;2;1;1;1;4;42;1;3;1;5;1
20090331162500;48.864527;2.41617;7;2;1;1;1;1;44;1;1;1;5;1
20090120201500;49.2833;2.91667;7;2;1;5;2;1;43;1;1;1;1;1
20090110174500;47.5833;1.38333;7;2;4;5;5;1;20;1;1;1;1;1
20090110174500;47.5833;1.38333;7;2;4;5;5;1;37;1;1;1;5;1
20090102171500;47.5833;1.38333;7;2;1;5;1;1;80;1;1;1;5;1
20090110093000;47.8;7.13333;7;2;1;1;1;2;39;1;1;1;3;1
20090107221500;47.7833;6.98333;7;2;9;5;7;1;19;1;1;1;5;1
20090109184500;48.1;7.3;10;2;1;5;1;3;47;1;1;1;1;1
20090126130000;48.5167;3.71667;37;2;1;1;1;1;42;1;3;1;4;1
20090131220000;48.65;-2.01667;7;2;1;5;1;1;21;1;1;1;5;1
20090101204500;48.0833;-1.68333;7;2;1;5;1;2;32;1;1;1;5;1
20090101204500;48.0833;-1.68333;7;2;1;5;1;2;34;1;1;1;5;1
20090206144000;47.2667;-0.083333;37;2;1;1;1;1;59;1;1;1;4;1
20090407093500;48.864527;2.41617;37;2;2;1;2;1;29;1;3;1;4;1
20090407204500;48.864527;2.41617;7;2;1;5;1;2;31;1;3;1;4;1
20090411212500;48.864527;2.41617;7;2;2;5;2;1;49;1;1;1;9;1
20090424014000;48.864527;2.41617;10;2;1;5;1;1;46;1;1;1;4;1
20090430183000;48.864527;2.41617;7;2;1;1;1;2;27;1;1;1;5;1
20090213141500;44.0833;4.75;7;2;1;1;1;1;28;1;1;1;5;1
20090211203500;43.9664;4.79584;7;2;1;5;1;1;45;1;3;1;5;1
20090227194000;43.8333;4.35;7;2;1;3;1;2;45;1;1;1;5;1
20090124144500;43.1;5.88333;7;2;1;1;1;1;19;1;4;1;5;1
20090120084000;43.1167;5.93333;7;2;1;1;2;1;35;1;3;1;1;1
20090123130000;43.1167;5.93333;37;2;2;1;2;1;51;1;3;1;4;1
20090122080000;45.6939;-0.508333;7;2;2;3;2;1;35;1;1;1;1;1
20090102202400;46.15;-1.08333;7;2;1;5;1;1;35;1;1;1;9;1
20090113114000;46.1667;-1.15;7;2;1;1;1;1;54;1;1;1;9;1
20090101041000;46.1667;-1.15;7;2;1;5;1;1;21;1;1;1;5;1
20090115190000;45.95;-0.516667;7;2;1;5;1;1;42;1;1;1;5;1
20090124180000;45.6667;-1.01667;7;2;1;5;1;1;49;1;1;1;5;1
20090120011500;47.0833;-0.083333;14;2;1;5;1;1;25;1;1;1;4;1
20090206154500;46.5833;0.333333;7;2;1;1;1;1;23;1;1;1;5;1
20090225113000;47.7833;7.0;10;2;1;1;1;1;39;1;1;1;4;1
20090102193000;48.6833;6.2;10;2;2;5;2;2;36;1;1;1;4;1
20090125145300;48.6667;6.15;7;2;1;1;1;2;61;1;1;1;5;1
20090128063700;49.2614;3.98584;39;2;1;5;9;8;37;1;5;1;4;1
20090116171500;48.9667;4.31667;7;2;8;2;1;3;23;2;5;1;3;1
20090116171500;48.9667;4.31667;7;2;8;2;1;3;23;1;1;1;3;1
20090228140000;49.35;0.516667;7;2;1;1;1;1;18;1;1;1;3;1
20090202103000;49.3333;0.616667;7;2;4;1;7;1;39;1;1;1;9;1
20090213201500;46.1667;-1.15;7;2;1;5;1;2;61;1;1;1;5;1
20090226200300;46.1667;-1.15;7;2;1;5;1;1;36;1;1;1;5;1
20090109181500;45.9333;6.63333;7;2;8;5;7;1;29;1;1;1;5;1
20090214200000;45.9333;6.63333;7;2;1;5;1;2;43;1;1;1;5;1
20090227183000;46.2333;6.31667;7;2;1;1;1;7;61;1;1;1;5;1
20090203121500;48.0333;4.41667;10;2;4;1;5;1;35;1;1;1;4;1
20090311100000;49.2;0.716667;7;2;1;1;1;3;56;1;4;1;5;1
20090317183000;49.3;1.35;14;2;1;1;1;1;44;1;1;1;4;1
20090104081000;49.0;2.38333;7;2;1;5;1;3;43;1;1;1;5;1
20090104014000;49.05;2.1;7;2;4;5;5;1;47;1;3;1;5;1
20090112152500;48.9833;2.2;7;2;8;1;1;1;59;1;1;1;5;1
20090112152500;48.9833;2.2;10;2;8;1;1;1;45;1;1;1;5;1
20090129070000;49.0;2.38333;7;2;1;2;1;2;50;1;1;1;5;1
20090106173000;43.6833;4.13333;7;2;1;1;1;1;77;1;1;1;5;1
20090104163000;43.6667;3.85;7;2;1;1;1;1;20;1;1;1;5;1
20090109221000;43.6;3.88333;7;2;2;5;2;5;20;1;1;1;5;1
20090109221000;43.6;3.88333;7;2;2;5;2;5;42;1;1;1;5;1
20090128164000;43.6;3.88333;2;2;1;1;1;1;24;2;2;1;5;1
20090130110000;47.1167;-2.1;7;1;1;1;1;1;71;1;1;2;5;1
20090120123000;49.3;2.88333;7;1;8;1;7;1;34;1;1;2;1;1
20090220210000;47.35;-0.85;33;1;1;3;1;1;33;1;2;2;1;1
20090225204500;43.8;4.23333;34;1;1;3;1;1;63;1;2;2;1;1
20090117054500;43.3;6.08333;7;1;1;3;2;1;24;1;1;2;1;1
20090112094500;46.0833;-0.916667;7;1;9;1;7;1;54;1;1;2;9;1
20090128154500;45.7333;-0.95;7;1;1;1;1;1;40;1;1;2;5;1
20090219073000;47.5667;7.25;30;1;1;1;9;1;21;1;2;2;2;1
20090213203000;46.2167;-0.933333;7;1;1;3;1;1;61;1;1;2;5;1
20090110074500;46.1333;6.26667;10;1;1;2;1;1;21;1;4;2;9;1
20090316070000;45.15;3.53333;7;1;1;1;1;1;22;1;1;2;2;1
20090204074500;44.85;0.4;7;1;2;3;2;1;21;1;3;2;1;1
20090118180000;48.0589;5.05695;2;1;4;3;2;1;18;1;2;2;5;1
20090228155000;46.0;6.0;7;1;1;1;1;1;69;1;1;2;9;1
20090222194500;49.0833;4.21667;7;1;1;3;2;1;20;1;3;2;5;1
20090224184500;48.8333;3.75;7;1;1;3;1;1;24;1;4;2;5;1
20090326154500;49.3864;1.30695;7;1;2;1;2;1;20;1;3;2;9;1
20090118194500;46.95;4.68333;10;1;9;3;2;1;20;1;1;2;5;1
20090120164500;43.75;3.83333;7;1;1;1;1;9;39;1;1;2;3;1
20090119093000;43.2667;2.73333;7;1;1;1;1;1;21;1;1;2;1;1
20090107064500;47.7833;-3.41667;33;1;1;3;1;1;22;1;2;2;1;1
20090126081500;47.8167;-2.28333;7;1;9;1;7;1;40;1;1;2;1;1
20090110200000;48.0;-2.58333;7;1;1;3;1;1;19;1;1;2;5;1
20090208064500;47.1333;-1.75;7;1;1;3;1;1;20;1;1;2;1;1
20090222061500;47.5333;-1.88333;30;1;1;3;1;1;15;1;2;2;5;1
20090221180000;47.1667;-1.26667;33;1;1;1;1;1;39;1;2;2;5;1
20090225164500;47.6333;-2.13333;3;1;1;1;1;1;57;1;1;2;5;1
20090218111500;48.0;1.23333;7;1;1;1;1;1;95;1;1;2;3;1
20090301164500;43.9667;4.68333;7;1;1;1;8;1;21;1;1;2;5;1
20090303203000;43.6234;6.70223;30;1;1;3;1;1;17;1;2;2;5;1
20090102105000;46.3167;2.26667;7;1;1;1;1;3;83;1;1;2;5;1
20090326073000;48.75;3.98333;7;1;1;2;1;1;66;1;1;2;1;1
20090417170000;46.6167;-1.25;33;1;1;1;1;1;40;1;2;2;9;1
20090203080000;47.1333;0.783333;7;1;1;2;7;1;20;1;1;2;2;1
20090327140000;48.0667;-0.933333;33;1;6;1;1;1;41;1;2;2;5;1
20090308183000;46.55;5.58333;7;1;2;2;2;1;22;1;3;2;2;1
20090411153000;49.0167;4.06667;7;1;1;1;1;1;59;1;1;2;5;1
20090411153000;49.0167;4.06667;7;1;1;1;1;1;77;1;1;2;5;1
20090313061500;43.1333;-0.466667;7;1;1;3;1;1;26;1;1;2;1;1
20090317113000;45.7;5.83333;7;1;1;1;1;1;33;1;1;2;2;1
20090406130000;47.7833;7.0;7;1;1;1;1;1;69;1;1;2;5;1
20090221190000;43.7;1.81667;7;2;1;5;1;1;32;1;4;2;5;1
20090114084500;47.4833;-1.23333;7;1;5;2;7;1;39;1;1;3;9;1
20090130110000;47.1167;-2.1;14;1;1;1;1;1;30;1;1;3;4;1
20090106170000;45.6;5.63333;7;1;4;1;5;1;43;1;1;3;3;1
20090130144500;42.6084;2.39972;7;1;1;1;1;1;46;1;1;3;4;1
20090131200000;42.7667;2.98333;7;1;3;3;2;1;24;1;1;3;5;1
20090116231500;42.4667;1.93333;7;1;1;3;1;1;44;1;1;3;5;1
20090218174500;45.9667;0.066667;30;1;1;1;1;2;15;1;2;3;5;1
20090130100000;48.3833;-3.3;7;1;1;1;1;4;44;1;1;3;4;1
20090121091500;48.2833;-4.05;7;1;1;1;7;1;34;1;1;3;1;1
20090122130000;48.5659;3.39723;30;1;1;1;1;6;28;1;2;3;5;1
20090102141500;48.1667;-3.78333;7;1;9;1;7;1;30;1;1;3;5;1
20090110053000;46.4659;-0.984722;7;1;1;3;1;1;45;1;1;3;1;1
20090110053000;46.4659;-0.984722;7;1;1;3;1;1;42;1;1;3;1;1
20090112140000;43.6167;-0.566667;7;1;1;1;1;1;54;1;1;3;5;1
20090112140000;43.6167;-0.566667;7;1;1;1;1;1;44;1;1;3;5;1
20090106181500;43.75;-0.35;7;1;4;3;5;1;45;1;1;3;4;1
20090107083000;49.0833;0.95;7;1;4;2;7;1;55;1;1;3;9;1
20090109163000;49.2667;1.38333;7;1;4;1;5;1;22;1;1;3;9;1
20090109200000;48.9833;1.19167;99;1;9;3;1;1;19;1;1;3;1;1
20090111120000;49.1;0.616667;7;1;1;1;1;1;59;1;1;3;5;1
20090121183000;49.2;1.25;2;1;1;3;1;3;19;1;2;3;1;1
20090112144500;44.4833;2.4;7;1;7;1;7;1;60;1;1;3;5;1
20090115213000;47.4833;5.58333;7;1;1;3;2;1;24;1;1;3;5;1
20090115213000;47.4833;5.58333;7;1;1;3;2;1;68;1;1;3;5;1
20090105181500;48.05;1.98333;7;1;4;3;5;1;43;1;1;3;1;1
20090115081500;48.0167;2.9;7;1;9;1;7;1;36;1;1;3;4;1
20090120123000;49.3;2.88333;7;1;8;1;7;1;50;1;1;3;1;1
20090105124500;49.2667;2.36667;7;1;4;1;5;1;60;1;1;3;5;1
20090118213000;43.9333;4.31667;7;1;1;3;1;1;47;1;1;3;5;1
20090109170000;47.4667;7.26667;7;1;1;1;9;3;47;1;1;3;1;1
20090109170000;47.4667;7.26667;7;1;1;1;9;3;62;1;4;3;9;1
20090105140000;48.0625;7.48001;7;1;9;1;7;1;35;1;1;3;5;1
20090112171500;47.8833;7.01667;10;1;1;1;1;1;37;1;1;3;1;1
20090130144500;47.8167;7.25;7;1;1;1;1;1;78;1;1;3;9;1
20090110143000;47.6333;7.1;7;1;1;1;1;1;46;1;1;3;5;1
20090120061500;48.4667;3.43333;7;1;9;3;7;1;61;1;6;3;1;1
20090109190000;49.05;-0.283333;7;1;1;3;1;1;21;1;1;3;5;1
20090109190000;49.05;-0.283333;7;1;1;3;1;1;26;1;1;3;1;1
20090114064500;49.1667;-0.583333;10;1;9;2;7;1;58;1;1;3;1;1
20090113133000;49.3;0.183333;7;1;2;1;2;1;78;1;1;3;5;1
20090115081500;47.8167;-1.95;7;1;5;2;1;1;22;1;1;3;2;1
20090117100000;47.9167;-1.23333;7;1;1;1;2;2;20;1;1;3;3;1
20090117100000;47.9167;-1.23333;7;1;1;1;2;2;67;1;1;3;3;1
20090114090000;47.9333;-1.6;2;1;5;2;7;1;17;1;2;3;2;1
20090126113000;48.1;-1.11667;7;1;1;1;2;1;46;1;1;3;3;1
20090105093000;48.2667;-1.4;7;1;9;1;7;1;25;1;1;3;1;1
20090105093000;48.2667;-1.4;7;1;9;1;7;1;30;1;1;3;9;1
20090105154500;47.55;-0.416667;7;1;4;1;5;1;57;1;1;3;5;1
20090107203000;47.6333;-0.283333;7;1;4;3;7;1;41;1;1;3;1;1
20090107203000;47.6333;-0.283333;7;1;4;3;7;1;27;1;1;3;2;1
20090112073000;47.4;-0.55;7;1;9;3;7;1;24;1;1;3;1;1
20090112073000;47.4;-0.55;7;1;9;3;7;1;61;1;1;3;1;1
20090123103000;47.65;-0.433333;7;1;7;1;2;1;21;1;1;3;9;1
20090228100000;47.1333;-0.15;33;1;1;1;1;1;35;1;2;3;5;1
20090206195500;47.2667;-0.083333;7;1;1;3;1;1;77;2;1;3;5;1
20090206195500;47.2667;-0.083333;7;1;1;3;1;1;79;1;1;3;5;1
20090206195500;47.2667;-0.083333;7;1;1;3;1;1;47;2;1;3;5;1
20090206195500;47.2667;-0.083333;7;1;1;3;1;1;8;3;1;3;5;1
20090206195500;47.2667;-0.083333;7;1;1;3;1;1;6;4;1;3;5;1
20090122101500;43.8167;4.46667;1;1;1;1;1;1;74;1;2;3;5;1
20090125111500;44.1667;4.08333;7;1;1;1;1;1;39;1;1;3;5;1
20090104044500;44.2333;4.45;7;1;1;3;1;1;55;1;1;3;5;1
20090110074500;43.8;4.25;14;1;1;2;1;6;68;1;1;3;5;1
20090227193000;44.0167;4.05;7;1;1;3;1;1;26;1;1;3;5;1
